site_name,sample_date,censored_value
Silwerstroom,2016-01-27T00:00:00Z,12
Silwerstroom,2016-02-24T00:00:00Z,18
Silwerstroom,2016-11-24T00:00:00Z,1
Silwerstroom,2016-11-30T00:00:00Z,1
Silwerstroom,2016-12-06T00:00:00Z,6
Silwerstroom,2016-12-12T00:00:00Z,1
Silwerstroom,2016-12-15T00:00:00Z,1
Silwerstroom,2016-12-19T00:00:00Z,1
Silwerstroom,2017-01-04T00:00:00Z,1
Silwerstroom,2017-01-09T00:00:00Z,65
Silwerstroom,2017-01-12T00:00:00Z,1
Silwerstroom,2017-01-18T00:00:00Z,1
Strandfontein,2012-11-19T00:00:00Z,1
Strandfontein,2012-11-26T00:00:00Z,9
Strandfontein,2012-12-03T00:00:00Z,1
Strandfontein,2012-12-10T00:00:00Z,5
Strandfontein,2012-12-18T00:00:00Z,1
Strandfontein,2013-01-02T00:00:00Z,1
Strandfontein,2013-01-21T00:00:00Z,1
Strandfontein,2013-02-11T00:00:00Z,25
Strandfontein,2013-02-18T00:00:00Z,1
Strandfontein,2013-02-25T00:00:00Z,1
Strandfontein,2013-03-04T00:00:00Z,56
Strandfontein,2013-03-11T00:00:00Z,15
Strandfontein,2013-03-18T00:00:00Z,1
Strandfontein,2013-11-27T00:00:00Z,3
Strandfontein,2013-12-02T00:00:00Z,4
Strandfontein,2013-12-09T00:00:00Z,8
Strandfontein,2013-12-17T00:00:00Z,1
Strandfontein,2013-12-19T00:00:00Z,2
Strandfontein,2014-01-02T00:00:00Z,1
Strandfontein,2014-01-06T00:00:00Z,3
Strandfontein,2014-01-13T00:00:00Z,1
Strandfontein,2014-01-20T00:00:00Z,5
Strandfontein,2014-01-27T00:00:00Z,7
Strandfontein,2014-02-03T00:00:00Z,3
Strandfontein,2014-02-10T00:00:00Z,4
Strandfontein,2014-02-17T00:00:00Z,>150
Strandfontein,2014-02-24T00:00:00Z,17
Strandfontein,2014-03-03T00:00:00Z,11
Strandfontein,2014-03-10T00:00:00Z,27
Strandfontein,2014-03-17T00:00:00Z,44
Strandfontein,2014-03-24T00:00:00Z,1
Strandfontein,2014-11-12T00:00:00Z,2
Strandfontein,2014-11-26T00:00:00Z,6
Strandfontein,2014-12-10T00:00:00Z,1
Strandfontein,2014-12-19T00:00:00Z,25
Strandfontein,2015-01-07T00:00:00Z,10
Strandfontein,2015-01-21T00:00:00Z,21
Strandfontein,2015-02-04T00:00:00Z,16
Strandfontein,2015-02-18T00:00:00Z,9
Strandfontein,2015-03-04T00:00:00Z,17
Strandfontein,2015-03-18T00:00:00Z,1
Strandfontein,2015-03-31T00:00:00Z,1
Strandfontein,2015-11-18T00:00:00Z,1
Strandfontein,2015-12-02T00:00:00Z,4
Strandfontein,2015-12-22T00:00:00Z,4
Strandfontein,2016-01-13T00:00:00Z,1
Strandfontein,2016-01-20T00:00:00Z,3
Strandfontein,2016-02-03T00:00:00Z,1
Strandfontein,2016-02-10T00:00:00Z,1
Strandfontein,2016-02-24T00:00:00Z,4
Strandfontein,2016-03-30T00:00:00Z,8
Strandfontein,2016-11-23T00:00:00Z,7
Strandfontein,2016-11-30T00:00:00Z,4
Strandfontein,2016-12-06T00:00:00Z,15
Strandfontein,2016-12-14T00:00:00Z,35
Strandfontein,2016-12-21T00:00:00Z,7
Strandfontein,2017-01-04T00:00:00Z,14
Strandfontein,2017-01-11T00:00:00Z,10
Strandfontein,2017-01-18T00:00:00Z,2
Strandfontein,2017-01-25T00:00:00Z,16
Strandfontein,2017-02-01T00:00:00Z,3
Strandfontein,2017-02-08T00:00:00Z,19
Strandfontein,2017-03-01T00:00:00Z,1
Strandfontein,2017-03-08T00:00:00Z,13
Muizenberg,2012-11-19T00:00:00Z,8
Muizenberg,2012-11-26T00:00:00Z,5
Muizenberg,2012-12-03T00:00:00Z,4
Muizenberg,2012-12-10T00:00:00Z,16
Muizenberg,2012-12-18T00:00:00Z,3
Muizenberg,2013-01-02T00:00:00Z,2
Muizenberg,2013-01-21T00:00:00Z,15
Muizenberg,2013-02-11T00:00:00Z,>150
Muizenberg,2013-02-18T00:00:00Z,2
Muizenberg,2013-02-25T00:00:00Z,5
Muizenberg,2013-03-04T00:00:00Z,22
Muizenberg,2013-03-11T00:00:00Z,47
Muizenberg,2013-03-18T00:00:00Z,3
Muizenberg,2013-11-27T00:00:00Z,7
Muizenberg,2013-12-02T00:00:00Z,1
Muizenberg,2013-12-09T00:00:00Z,48
Muizenberg,2013-12-17T00:00:00Z,1
Muizenberg,2013-12-19T00:00:00Z,1
Muizenberg,2014-01-02T00:00:00Z,1
Muizenberg,2014-01-06T00:00:00Z,15
Muizenberg,2014-01-13T00:00:00Z,2
Muizenberg,2014-01-20T00:00:00Z,6
Muizenberg,2014-01-27T00:00:00Z,11
Muizenberg,2014-02-03T00:00:00Z,12
Muizenberg,2014-02-10T00:00:00Z,1
Muizenberg,2014-02-17T00:00:00Z,>150
Muizenberg,2014-02-24T00:00:00Z,11
Muizenberg,2014-03-03T00:00:00Z,15
Muizenberg,2014-03-10T00:00:00Z,16
Muizenberg,2014-03-17T00:00:00Z,2
Muizenberg,2014-03-24T00:00:00Z,6
Muizenberg,2014-11-12T00:00:00Z,6
Muizenberg,2014-11-26T00:00:00Z,29
Muizenberg,2014-12-10T00:00:00Z,1
Muizenberg,2014-12-19T00:00:00Z,4
Muizenberg,2015-01-07T00:00:00Z,20
Muizenberg,2015-01-21T00:00:00Z,10
Muizenberg,2015-02-04T00:00:00Z,32
Muizenberg,2015-02-18T00:00:00Z,31
Muizenberg,2015-03-04T00:00:00Z,26
Muizenberg,2015-03-18T00:00:00Z,32
Muizenberg,2015-03-31T00:00:00Z,10
Muizenberg,2015-11-18T00:00:00Z,22
Muizenberg,2015-12-02T00:00:00Z,5
Muizenberg,2015-12-22T00:00:00Z,34
Muizenberg,2016-01-13T00:00:00Z,9
Muizenberg,2016-01-20T00:00:00Z,60
Muizenberg,2016-02-03T00:00:00Z,18
Muizenberg,2016-02-10T00:00:00Z,30
Muizenberg,2016-02-24T00:00:00Z,6
Muizenberg,2016-03-23T00:00:00Z,53
Muizenberg,2016-11-30T00:00:00Z,10
Muizenberg,2016-11-23T00:00:00Z,7
Muizenberg,2016-12-06T00:00:00Z,5
Muizenberg,2016-12-14T00:00:00Z,3
Muizenberg,2016-12-21T00:00:00Z,50
Muizenberg,2017-01-04T00:00:00Z,21
Muizenberg,2017-01-11T00:00:00Z,8
Muizenberg,2017-01-18T00:00:00Z,2
Muizenberg,2017-01-25T00:00:00Z,4
Muizenberg,2017-02-01T00:00:00Z,4
Muizenberg,2017-02-08T00:00:00Z,63
Muizenberg,2017-03-01T00:00:00Z,2
Muizenberg,2017-03-08T00:00:00Z,24
Mnandi,2014-11-05T00:00:00Z,1
Mnandi,2014-11-19T00:00:00Z,6
Mnandi,2014-12-03T00:00:00Z,1
Mnandi,2014-12-15T00:00:00Z,1
Mnandi,2014-12-17T00:00:00Z,1
Mnandi,2014-12-30T00:00:00Z,4
Mnandi,2015-01-14T00:00:00Z,2
Mnandi,2015-01-28T00:00:00Z,2
Mnandi,2015-02-11T00:00:00Z,1
Mnandi,2015-02-25T00:00:00Z,5
Mnandi,2015-03-11T00:00:00Z,5
Mnandi,2015-03-25T00:00:00Z,1
Mnandi,2015-11-18T00:00:00Z,1
Mnandi,2015-12-02T00:00:00Z,3
Mnandi,2015-12-22T00:00:00Z,6
Mnandi,2016-01-13T00:00:00Z,5
Mnandi,2016-01-20T00:00:00Z,1
Mnandi,2016-02-03T00:00:00Z,9
Mnandi,2016-02-10T00:00:00Z,1
Mnandi,2016-02-24T00:00:00Z,2
Mnandi,2016-03-23T00:00:00Z,3
Mnandi,2016-11-30T00:00:00Z,1
Mnandi,2016-11-23T00:00:00Z,33
Mnandi,2016-12-06T00:00:00Z,1
Mnandi,2016-12-14T00:00:00Z,10
Mnandi,2016-12-21T00:00:00Z,3
Mnandi,2017-01-04T00:00:00Z,30
Mnandi,2017-01-11T00:00:00Z,6
Mnandi,2017-01-18T00:00:00Z,5
Mnandi,2017-01-25T00:00:00Z,48
Mnandi,2017-02-01T00:00:00Z,31
Mnandi,2017-02-08T00:00:00Z,1
Mnandi,2017-03-01T00:00:00Z,54
Mnandi,2017-03-08T00:00:00Z,5
Clifton Fourth,2013-11-27T00:00:00Z,1
Clifton Fourth,2013-12-02T00:00:00Z,1
Clifton Fourth,2013-12-09T00:00:00Z,38
Clifton Fourth,2013-12-17T00:00:00Z,2
Clifton Fourth,2013-12-19T00:00:00Z,1
Clifton Fourth,2014-01-02T00:00:00Z,3
Clifton Fourth,2014-01-06T00:00:00Z,10
Clifton Fourth,2014-01-13T00:00:00Z,1
Clifton Fourth,2014-01-20T00:00:00Z,1
Clifton Fourth,2014-01-27T00:00:00Z,3
Clifton Fourth,2014-02-10T00:00:00Z,2
Clifton Fourth,2014-02-17T00:00:00Z,48
Clifton Fourth,2014-02-24T00:00:00Z,5
Clifton Fourth,2014-03-17T00:00:00Z,2
Clifton Fourth,2014-03-24T00:00:00Z,>150
Clifton Fourth,2014-03-31T00:00:00Z,9
Clifton Fourth,2014-11-05T00:00:00Z,1
Clifton Fourth,2014-11-19T00:00:00Z,6
Clifton Fourth,2014-12-03T00:00:00Z,1
Clifton Fourth,2014-12-15T00:00:00Z,1
Clifton Fourth,2014-12-17T00:00:00Z,1
Clifton Fourth,2014-12-30T00:00:00Z,4
Clifton Fourth,2015-01-14T00:00:00Z,2
Clifton Fourth,2015-01-28T00:00:00Z,2
Clifton Fourth,2015-02-11T00:00:00Z,1
Clifton Fourth,2015-02-25T00:00:00Z,5
Clifton Fourth,2015-03-11T00:00:00Z,5
Clifton Fourth,2015-03-25T00:00:00Z,1
Clifton Fourth,2015-11-18T00:00:00Z,2
Clifton Fourth,2015-12-02T00:00:00Z,1
Clifton Fourth,2015-12-22T00:00:00Z,47
Clifton Fourth,2016-01-13T00:00:00Z,7
Clifton Fourth,2016-01-20T00:00:00Z,4
Clifton Fourth,2016-02-03T00:00:00Z,1
Clifton Fourth,2016-02-10T00:00:00Z,1
Clifton Fourth,2016-02-24T00:00:00Z,1
Clifton Fourth,2016-03-23T00:00:00Z,1
Clifton Fourth,2016-11-23T00:00:00Z,3
Clifton Fourth,2016-11-30T00:00:00Z,1
Clifton Fourth,2016-12-06T00:00:00Z,2
Clifton Fourth,2016-12-14T00:00:00Z,6
Clifton Fourth,2016-12-21T00:00:00Z,2
Clifton Fourth,2017-01-04T00:00:00Z,2
Clifton Fourth,2017-01-11T00:00:00Z,2
Clifton Fourth,2017-01-18T00:00:00Z,1
Clifton Fourth,2017-01-25T00:00:00Z,5
Clifton Fourth,2017-02-01T00:00:00Z,2
Clifton Fourth,2017-02-08T00:00:00Z,5
Clifton Fourth,2017-03-01T00:00:00Z,3
Clifton Fourth,2017-03-08T00:00:00Z,1
Camps Bay,2013-11-27T00:00:00Z,1
Camps Bay,2013-12-02T00:00:00Z,2
Camps Bay,2013-12-09T00:00:00Z,20
Camps Bay,2013-12-17T00:00:00Z,29
Camps Bay,2013-12-19T00:00:00Z,2
Camps Bay,2014-01-02T00:00:00Z,5
Camps Bay,2014-01-06T00:00:00Z,3
Camps Bay,2014-01-13T00:00:00Z,52
Camps Bay,2014-01-20T00:00:00Z,96
Camps Bay,2014-01-27T00:00:00Z,2
Camps Bay,2014-02-03T00:00:00Z,8
Camps Bay,2014-02-10T00:00:00Z,38
Camps Bay,2014-02-17T00:00:00Z,99
Camps Bay,2014-02-24T00:00:00Z,127
Camps Bay,2014-03-03T00:00:00Z,10
Camps Bay,2014-03-10T00:00:00Z,10
Camps Bay,2014-03-17T00:00:00Z,37
Camps Bay,2014-03-24T00:00:00Z,1
Camps Bay,2014-11-05T00:00:00Z,87
Camps Bay,2014-11-19T00:00:00Z,59
Camps Bay,2014-12-03T00:00:00Z,26
Camps Bay,2014-12-17T00:00:00Z,10
Camps Bay,2014-12-30T00:00:00Z,40
Camps Bay,2015-01-14T00:00:00Z,12
Camps Bay,2015-01-28T00:00:00Z,10
Camps Bay,2015-02-11T00:00:00Z,1
Camps Bay,2015-02-25T00:00:00Z,10
Camps Bay,2015-03-11T00:00:00Z,3
Camps Bay,2015-03-25T00:00:00Z,6
Camps Bay,2015-11-18T00:00:00Z,4
Camps Bay,2015-12-02T00:00:00Z,1
Camps Bay,2015-12-22T00:00:00Z,21
Camps Bay,2016-01-13T00:00:00Z,3
Camps Bay,2016-01-20T00:00:00Z,2
Camps Bay,2016-02-03T00:00:00Z,32
Camps Bay,2016-02-10T00:00:00Z,1
Camps Bay,2016-02-24T00:00:00Z,6
Camps Bay,2016-03-23T00:00:00Z,11
Camps Bay,2016-11-23T00:00:00Z,63
Camps Bay,2016-11-30T00:00:00Z,4
Camps Bay,2016-12-06T00:00:00Z,1
Camps Bay,2016-12-14T00:00:00Z,1
Camps Bay,2016-12-21T00:00:00Z,5
Camps Bay,2017-01-04T00:00:00Z,10
Camps Bay,2017-01-11T00:00:00Z,30
Camps Bay,2017-01-18T00:00:00Z,4
Camps Bay,2017-01-25T00:00:00Z,3
Camps Bay,2017-02-01T00:00:00Z,1
Camps Bay,2017-02-08T00:00:00Z,1
Camps Bay,2017-03-01T00:00:00Z,6
Camps Bay,2017-03-08T00:00:00Z,5
Melkbos,2014-11-10T00:00:00Z,1
Melkbos,2014-11-19T00:00:00Z,2
Melkbos,2014-12-03T00:00:00Z,9
Melkbos,2014-12-17T00:00:00Z,7
Melkbos,2014-12-30T00:00:00Z,37
Melkbos,2015-01-14T00:00:00Z,1
Melkbos,2015-01-28T00:00:00Z,17
Melkbos,2015-02-25T00:00:00Z,88
Melkbos,2015-03-11T00:00:00Z,8
Melkbos,2015-03-25T00:00:00Z,3
Melkbos,2015-12-09T00:00:00Z,1
Melkbos,2015-12-17T00:00:00Z,1
Melkbos,2015-12-23T00:00:00Z,1
Melkbos,2016-01-13T00:00:00Z,6
Melkbos,2016-01-20T00:00:00Z,4
Melkbos,2016-01-27T00:00:00Z,4
Melkbos,2016-02-03T00:00:00Z,1
Melkbos,2016-02-10T00:00:00Z,1
Melkbos,2016-02-24T00:00:00Z,1
Melkbos,2016-03-09T00:00:00Z,2
Melkbos,2016-03-16T00:00:00Z,1
Melkbos,2016-03-23T00:00:00Z,1
Melkbos,2016-11-23T00:00:00Z,2
Melkbos,2016-11-30T00:00:00Z,1
Melkbos,2016-12-06T00:00:00Z,21
Melkbos,2016-12-15T00:00:00Z,1
Melkbos,2016-12-21T00:00:00Z,10
Melkbos,2017-01-04T00:00:00Z,1
Melkbos,2017-01-12T00:00:00Z,1
Melkbos,2017-01-18T00:00:00Z,30
Melkbos,2017-01-25T00:00:00Z,1
Melkbos,2017-02-01T00:00:00Z,2
Melkbos,2014-11-10T00:00:00Z,1
Melkbos,2014-11-19T00:00:00Z,2
Melkbos,2014-12-03T00:00:00Z,9
Melkbos,2014-12-17T00:00:00Z,7
Melkbos,2014-12-30T00:00:00Z,37
Melkbos,2015-01-14T00:00:00Z,1
Melkbos,2015-01-28T00:00:00Z,17
Melkbos,2015-02-25T00:00:00Z,88
Melkbos,2015-03-11T00:00:00Z,8
Melkbos,2015-03-25T00:00:00Z,3
Melkbos,2015-12-09T00:00:00Z,3
Melkbos,2015-12-17T00:00:00Z,1
Melkbos,2015-12-23T00:00:00Z,3
Melkbos,2016-01-13T00:00:00Z,1
Melkbos,2016-01-20T00:00:00Z,2
Melkbos,2016-01-27T00:00:00Z,3
Melkbos,2016-02-03T00:00:00Z,1
Melkbos,2016-02-10T00:00:00Z,1
Melkbos,2016-02-24T00:00:00Z,1
Melkbos,2016-03-09T00:00:00Z,1
Melkbos,2016-03-16T00:00:00Z,1
Melkbos,2016-03-23T00:00:00Z,1
Melkbos,2016-11-24T00:00:00Z,12
Melkbos,2016-11-30T00:00:00Z,3
Melkbos,2016-12-06T00:00:00Z,10
Melkbos,2016-12-15T00:00:00Z,1
Melkbos,2016-12-21T00:00:00Z,16
Melkbos,2017-01-04T00:00:00Z,1
Melkbos,2017-01-12T00:00:00Z,1
Melkbos,2017-01-18T00:00:00Z,1
Melkbos,2017-01-25T00:00:00Z,1
Melkbos,2017-02-01T00:00:00Z,1
Llandudno,2012-11-19T00:00:00Z,1
Llandudno,2012-11-26T00:00:00Z,1
Llandudno,2012-12-03T00:00:00Z,1
Llandudno,2012-12-10T00:00:00Z,3
Llandudno,2012-12-18T00:00:00Z,1
Llandudno,2013-01-02T00:00:00Z,1
Llandudno,2013-01-21T00:00:00Z,>150
Llandudno,2013-11-27T00:00:00Z,1
Llandudno,2013-12-02T00:00:00Z,1
Llandudno,2013-12-09T00:00:00Z,41
Llandudno,2013-12-17T00:00:00Z,17
Llandudno,2013-12-19T00:00:00Z,1
Llandudno,2014-01-02T00:00:00Z,1
Llandudno,2014-01-06T00:00:00Z,4
Llandudno,2014-01-13T00:00:00Z,1
Llandudno,2014-01-20T00:00:00Z,1
Llandudno,2014-01-27T00:00:00Z,1
Llandudno,2014-11-12T00:00:00Z,1
Llandudno,2014-11-26T00:00:00Z,4
Llandudno,2014-12-10T00:00:00Z,1
Llandudno,2014-12-18T00:00:00Z,3
Llandudno,2015-01-07T00:00:00Z,7
Llandudno,2015-01-21T00:00:00Z,1
Llandudno,2015-11-18T00:00:00Z,3
Llandudno,2015-12-02T00:00:00Z,1
Llandudno,2015-12-22T00:00:00Z,24
Llandudno,2016-01-13T00:00:00Z,1
Llandudno,2016-01-20T00:00:00Z,4
Llandudno,2016-02-24T00:00:00Z,16
Llandudno,2016-11-23T00:00:00Z,17
Llandudno,2016-11-30T00:00:00Z,1
Llandudno,2016-12-06T00:00:00Z,1
Llandudno,2016-12-14T00:00:00Z,1
Llandudno,2016-12-21T00:00:00Z,5
Llandudno,2017-01-04T00:00:00Z,1
Llandudno,2017-01-11T00:00:00Z,3
Llandudno,2017-01-18T00:00:00Z,1
Llandudno,2017-01-25T00:00:00Z,1
Llandudno,2017-02-01T00:00:00Z,1
Fish Hoek,2012-11-14T00:00:00Z,4
Fish Hoek,2012-11-28T00:00:00Z,2
Fish Hoek,2012-12-12T00:00:00Z,38
Fish Hoek,2012-12-27T00:00:00Z,4
Fish Hoek,2013-01-23T00:00:00Z,16
Fish Hoek,2013-11-13T00:00:00Z,9
Fish Hoek,2013-11-27T00:00:00Z,4
Fish Hoek,2013-12-11T00:00:00Z,4
Fish Hoek,2013-12-19T00:00:00Z,22
Fish Hoek,2014-01-08T00:00:00Z,>300
Fish Hoek,2014-01-22T00:00:00Z,4
Fish Hoek,2014-11-12T00:00:00Z,4
Fish Hoek,2014-11-26T00:00:00Z,7
Fish Hoek,2014-12-10T00:00:00Z,32
Fish Hoek,2014-12-18T00:00:00Z,5
Fish Hoek,2015-01-07T00:00:00Z,1
Fish Hoek,2015-01-21T00:00:00Z,3
Fish Hoek,2015-11-11T00:00:00Z,55
Fish Hoek,2015-11-25T00:00:00Z,34
Fish Hoek,2015-12-09T00:00:00Z,8
Fish Hoek,2015-12-22T00:00:00Z,4
Fish Hoek,2016-01-06T00:00:00Z,21
Fish Hoek,2016-01-20T00:00:00Z,19
Fish Hoek,2016-11-23T00:00:00Z,1
Fish Hoek,2016-12-06T00:00:00Z,27
Fish Hoek,2016-12-14T00:00:00Z,1
Fish Hoek,2016-12-21T00:00:00Z,8
Fish Hoek,2017-01-04T00:00:00Z,15
Fish Hoek,2017-01-11T00:00:00Z,22
Fish Hoek,2017-01-18T00:00:00Z,4
Fish Hoek,2017-01-25T00:00:00Z,26
Fish Hoek,2017-02-01T00:00:00Z,2
Bikini Beach,2012-11-02T00:00:00Z,11
Bikini Beach,2012-11-19T00:00:00Z,7
Bikini Beach,2012-11-26T00:00:00Z,1
Bikini Beach,2012-12-03T00:00:00Z,9
Bikini Beach,2012-12-10T00:00:00Z,1
Bikini Beach,2012-12-18T00:00:00Z,3
Bikini Beach,2013-01-03T00:00:00Z,149
Bikini Beach,2013-01-21T00:00:00Z,1
Bikini Beach,2013-02-11T00:00:00Z,79
Bikini Beach,2013-02-18T00:00:00Z,6
Bikini Beach,2013-02-25T00:00:00Z,3
Bikini Beach,2013-03-04T00:00:00Z,12
Bikini Beach,2013-03-11T00:00:00Z,6
Bikini Beach,2013-11-27T00:00:00Z,1
Bikini Beach,2013-12-02T00:00:00Z,9
Bikini Beach,2013-12-09T00:00:00Z,10
Bikini Beach,2013-12-17T00:00:00Z,14
Bikini Beach,2013-12-19T00:00:00Z,41
Bikini Beach,2014-01-02T00:00:00Z,27
Bikini Beach,2014-01-06T00:00:00Z,126
Bikini Beach,2014-01-13T00:00:00Z,2
Bikini Beach,2014-01-20T00:00:00Z,1
Bikini Beach,2014-01-27T00:00:00Z,17
Bikini Beach,2014-02-03T00:00:00Z,2
Bikini Beach,2014-02-10T00:00:00Z,1
Bikini Beach,2014-02-17T00:00:00Z,28
Bikini Beach,2014-02-24T00:00:00Z,1
Bikini Beach,2014-03-03T00:00:00Z,1
Bikini Beach,2014-03-10T00:00:00Z,2
Bikini Beach,2014-03-17T00:00:00Z,8
Bikini Beach,2014-03-24T00:00:00Z,1
Bikini Beach,2014-11-12T00:00:00Z,10
Bikini Beach,2014-11-26T00:00:00Z,24
Bikini Beach,2014-12-10T00:00:00Z,4
Bikini Beach,2014-12-19T00:00:00Z,2
Bikini Beach,2015-01-07T00:00:00Z,7
Bikini Beach,2015-01-21T00:00:00Z,18
Bikini Beach,2015-02-04T00:00:00Z,8
Bikini Beach,2015-02-18T00:00:00Z,44
Bikini Beach,2015-03-04T00:00:00Z,38
Bikini Beach,2015-03-18T00:00:00Z,7
Bikini Beach,2015-03-31T00:00:00Z,1
Bikini Beach,2015-11-18T00:00:00Z,1
Bikini Beach,2015-12-03T00:00:00Z,1
Bikini Beach,2015-12-22T00:00:00Z,2
Bikini Beach,2016-01-13T00:00:00Z,1
Bikini Beach,2016-01-20T00:00:00Z,2
Bikini Beach,2016-02-03T00:00:00Z,1
Bikini Beach,2016-02-10T00:00:00Z,1
Bikini Beach,2016-02-24T00:00:00Z,6
Bikini Beach,2016-03-23T00:00:00Z,1
Bikini Beach,2016-11-30T00:00:00Z,1
Bikini Beach,2016-11-23T00:00:00Z,13
Bikini Beach,2016-12-06T00:00:00Z,2
Bikini Beach,2016-12-14T00:00:00Z,1
Bikini Beach,2016-12-21T00:00:00Z,10
Bikini Beach,2017-01-04T00:00:00Z,12
Bikini Beach,2017-01-11T00:00:00Z,1
Bikini Beach,2017-01-18T00:00:00Z,2
Bikini Beach,2017-01-25T00:00:00Z,12
Bikini Beach,2017-02-01T00:00:00Z,2
